text,labels,multi_hot
"A local bakery was awarded for its traditional recipes., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Only a true patriot would support this plan.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Their lies have gone unchallenged for too long. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Our leader has never been wrong. Trust him. (details inside),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
The concert has been postponed to next Friday. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The wildlife reserve reported an increase in bird species. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
A local bakery was awarded for its traditional recipes.,[],"[0, 0, 0, 0]"
No real citizen would oppose this measure. - witness report,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
The concert has been postponed to next Friday.!,"[""emotional_framing""]","[1, 0, 0, 0]"
The concert has been postponed to next Friday.!,"[""emotional_framing""]","[1, 0, 0, 0]"
History will remember this moment as our victory. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
Volunteers helped clean up the beach on Saturday.,"[""emotional_framing""]","[1, 0, 0, 0]"
"Our leader has never been wrong. Trust him., say sources","[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
The wildlife reserve reported an increase in bird species.!,"[""emotional_framing""]","[1, 0, 0, 0]"
History will remember this moment as our victory.!,"[""emotional_framing""]","[1, 0, 0, 0]"
A software update is now available for all users. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Only a true patriot would support this plan.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
The wildlife reserve reported an increase in bird species. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
City council approved a new zoning regulation. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Stand up for your country or watch it fall. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Researchers published findings on the new vaccine trial. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
Traffic was delayed due to maintenance on the highway. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
The book has topped bestseller charts for the third week. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The latest smartphone model features improved battery life.!,"[""emotional_framing""]","[1, 0, 0, 0]"
A rare astronomical event will be visible tonight. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The team won the championship after a close match.!,"[""emotional_framing""]","[1, 0, 0, 0]"
No real citizen would oppose this measure. - breaking news,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
The wildlife reserve reported an increase in bird species.,[],"[0, 0, 0, 0]"
Let’s silence the lies with our unity. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Traffic was delayed due to maintenance on the highway. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
The hiking trail reopened after seasonal closures.,"[""emotional_framing""]","[1, 0, 0, 0]"
They want to control your thoughts with lies. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Public schools will start offering free meals next term. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Join the resistance and reclaim our future.!,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"We are the majority, and we must act now. - experts claim","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
"The book has topped bestseller charts for the third week., say sources","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
No real citizen would oppose this measure. (details inside),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
"A rare astronomical event will be visible tonight., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The wildlife reserve reported an increase in bird species.,"[""emotional_framing""]","[1, 0, 0, 0]"
He is the savior our nation has been waiting for. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
No real citizen would oppose this measure. - witness report,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
Their lies have gone unchallenged for too long.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"A software update is now available for all users., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The wildlife reserve reported an increase in bird species. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Everyone knows the real agenda behind this move. - breaking news,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
They’ll destroy everything unless we stop them. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
A new species of fish has been discovered in the Pacific.,[],"[0, 0, 0, 0]"
Stand up for your country or watch it fall. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Only a true patriot would support this plan. (details inside),"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
A rare astronomical event will be visible tonight.,[],"[0, 0, 0, 0]"
Don't be fooled by foreign propaganda machines. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The wildlife reserve reported an increase in bird species. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
No real citizen would oppose this measure.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
The team won the championship after a close match. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Volunteers helped clean up the beach on Saturday. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
A rare astronomical event will be visible tonight.,[],"[0, 0, 0, 0]"
"Researchers published findings on the new vaccine trial., say sources","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
"The concert has been postponed to next Friday., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
They want to control your thoughts with lies. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Volunteers helped clean up the beach on Saturday. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A software update is now available for all users.,[],"[0, 0, 0, 0]"
They’ll destroy everything unless we stop them. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Only a true patriot would support this plan. - witness report,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
A rare astronomical event will be visible tonight.,[],"[0, 0, 0, 0]"
"Our leader has never been wrong. Trust him., say sources","[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
Let’s silence the lies with our unity. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The book has topped bestseller charts for the third week. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Temperatures are expected to drop over the weekend. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
The library introduced a new digital lending system. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Don't be fooled by foreign propaganda machines. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Public schools will start offering free meals next term. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The hiking trail reopened after seasonal closures. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
The team won the championship after a close match. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
He is the savior our nation has been waiting for. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
Researchers published findings on the new vaccine trial. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Those who speak against us are enemies of progress.!,"[""emotional_framing""]","[1, 0, 0, 0]"
City council approved a new zoning regulation.!,"[""emotional_framing""]","[1, 0, 0, 0]"
"If we don’t act now, our children will suffer., say sources","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The library introduced a new digital lending system.,"[""emotional_framing""]","[1, 0, 0, 0]"
Let’s silence the lies with our unity. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Don't be fooled by foreign propaganda machines.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Don't be fooled by foreign propaganda machines. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Volunteers helped clean up the beach on Saturday. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Stand up for your country or watch it fall.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Don't be fooled by foreign propaganda machines.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Everyone knows the real agenda behind this move. (details inside),"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Those who speak against us are enemies of progress.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Stand up for your country or watch it fall.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"If we don’t act now, our children will suffer. - experts claim","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
This is our last chance to defend our values.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
City council approved a new zoning regulation.,[],"[0, 0, 0, 0]"
"True strength lies in unity under one vision., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
"If we don’t act now, our children will suffer. - witness report","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The concert has been postponed to next Friday. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
He is the savior our nation has been waiting for. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
This is our last chance to defend our values.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
The art exhibit opened to positive reviews from critics. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"We are the majority, and we must act now.","[""emotional_framing""]","[1, 0, 0, 0]"
A new species of fish has been discovered in the Pacific.!,"[""emotional_framing""]","[1, 0, 0, 0]"
The team won the championship after a close match.,[],"[0, 0, 0, 0]"
An educational fair will be held downtown this weekend.,[],"[0, 0, 0, 0]"
"Researchers published findings on the new vaccine trial., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"We are the majority, and we must act now. (details inside)","[""emotional_framing""]","[1, 0, 0, 0]"
A software update is now available for all users.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Traffic was delayed due to maintenance on the highway.,[],"[0, 0, 0, 0]"
The book has topped bestseller charts for the third week. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The hiking trail reopened after seasonal closures. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The latest smartphone model features improved battery life. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
The hiking trail reopened after seasonal closures. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The wildlife reserve reported an increase in bird species. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A software update is now available for all users. (full story),[],"[0, 0, 0, 0]"
Don't be fooled by foreign propaganda machines.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"They’ll destroy everything unless we stop them., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Our leader has never been wrong. Trust him. (details inside),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Sales increased by 5% compared to last quarter.,[],"[0, 0, 0, 0]"
A software update is now available for all users. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Look how they twist facts to confuse the people.!,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Our leader has never been wrong. Trust him.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
True strength lies in unity under one vision.!,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
An educational fair will be held downtown this weekend. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Public schools will start offering free meals next term. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
This is our last chance to defend our values. (full story),"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
The book has topped bestseller charts for the third week.,"[""emotional_framing""]","[1, 0, 0, 0]"
Public schools will start offering free meals next term. (full story),[],"[0, 0, 0, 0]"
The art exhibit opened to positive reviews from critics. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Sales increased by 5% compared to last quarter. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Researchers published findings on the new vaccine trial.,[],"[0, 0, 0, 0]"
History will remember this moment as our victory. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
"We are the majority, and we must act now.","[""emotional_framing""]","[1, 0, 0, 0]"
Look how they twist facts to confuse the people.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
They want to control your thoughts with lies. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Everyone knows the real agenda behind this move. - experts claim,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
Public schools will start offering free meals next term. (full story),[],"[0, 0, 0, 0]"
The art exhibit opened to positive reviews from critics. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
City council approved a new zoning regulation. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Look how they twist facts to confuse the people.!,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Stand up for your country or watch it fall.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
This is our last chance to defend our values. - experts claim,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
They’ll destroy everything unless we stop them. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A rare astronomical event will be visible tonight.,[],"[0, 0, 0, 0]"
Don't be fooled by foreign propaganda machines.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
He is the savior our nation has been waiting for.,"[""emotional_framing""]","[1, 0, 0, 0]"
This is our last chance to defend our values. - witness report,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
Public schools will start offering free meals next term.,[],"[0, 0, 0, 0]"
The media is run by traitors hiding the truth. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Everyone knows the real agenda behind this move.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Join the resistance and reclaim our future. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
"The wildlife reserve reported an increase in bird species., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"Sales increased by 5% compared to last quarter., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
They’ll destroy everything unless we stop them.!,"[""emotional_framing""]","[1, 0, 0, 0]"
The book has topped bestseller charts for the third week.,[],"[0, 0, 0, 0]"
True strength lies in unity under one vision.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Public schools will start offering free meals next term. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The art exhibit opened to positive reviews from critics. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
This is our last chance to defend our values. - report says,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
Only a true patriot would support this plan. - unconfirmed,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
Those who speak against us are enemies of progress. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Look how they twist facts to confuse the people. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Only a true patriot would support this plan. - breaking news,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
"The wildlife reserve reported an increase in bird species., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
They want to control your thoughts with lies. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"An educational fair will be held downtown this weekend., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Those who speak against us are enemies of progress.,"[""emotional_framing""]","[1, 0, 0, 0]"
City council approved a new zoning regulation. (full story),[],"[0, 0, 0, 0]"
A local bakery was awarded for its traditional recipes. (details inside),[],"[0, 0, 0, 0]"
They want to control your thoughts with lies. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
This is our last chance to defend our values.!,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Join the resistance and reclaim our future.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The team won the championship after a close match. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
No real citizen would oppose this measure.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Public schools will start offering free meals next term.,"[""emotional_framing""]","[1, 0, 0, 0]"
He is the savior our nation has been waiting for. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
This is our last chance to defend our values.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
"If we don’t act now, our children will suffer. - breaking news","[""emotional_framing""]","[1, 0, 0, 0]"
Their lies have gone unchallenged for too long. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
"If we don’t act now, our children will suffer.","[""emotional_framing""]","[1, 0, 0, 0]"
Stand up for your country or watch it fall.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The latest smartphone model features improved battery life. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
True strength lies in unity under one vision. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The art exhibit opened to positive reviews from critics. (full story),[],"[0, 0, 0, 0]"
The art exhibit opened to positive reviews from critics.,[],"[0, 0, 0, 0]"
This is our last chance to defend our values. (details inside),"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
He is the savior our nation has been waiting for. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
Public schools will start offering free meals next term.,[],"[0, 0, 0, 0]"
A software update is now available for all users.,"[""emotional_framing""]","[1, 0, 0, 0]"
Traffic was delayed due to maintenance on the highway.!,"[""emotional_framing""]","[1, 0, 0, 0]"
No real citizen would oppose this measure. - experts claim,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
They want to control your thoughts with lies. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Only a true patriot would support this plan. - unconfirmed,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
Temperatures are expected to drop over the weekend. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
Don't be fooled by foreign propaganda machines.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The team won the championship after a close match.,"[""emotional_framing""]","[1, 0, 0, 0]"
"He is the savior our nation has been waiting for., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The hiking trail reopened after seasonal closures.!,"[""emotional_framing""]","[1, 0, 0, 0]"
The art exhibit opened to positive reviews from critics.!,"[""emotional_framing""]","[1, 0, 0, 0]"
They want to control your thoughts with lies.!,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
He is the savior our nation has been waiting for. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Public schools will start offering free meals next term. (full story),[],"[0, 0, 0, 0]"
Only a true patriot would support this plan.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Their lies have gone unchallenged for too long.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The concert has been postponed to next Friday.,[],"[0, 0, 0, 0]"
The latest smartphone model features improved battery life. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
The concert has been postponed to next Friday.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Public schools will start offering free meals next term. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The media is run by traitors hiding the truth. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
City council approved a new zoning regulation. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Researchers published findings on the new vaccine trial.!,"[""emotional_framing""]","[1, 0, 0, 0]"
City council approved a new zoning regulation. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
They’ll destroy everything unless we stop them.,"[""emotional_framing""]","[1, 0, 0, 0]"
Their lies have gone unchallenged for too long. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
"Let’s silence the lies with our unity., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Let’s silence the lies with our unity. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
"Everyone knows the real agenda behind this move., say sources","[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
A new species of fish has been discovered in the Pacific.,[],"[0, 0, 0, 0]"
Look how they twist facts to confuse the people. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Sales increased by 5% compared to last quarter.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Researchers published findings on the new vaccine trial.!,"[""emotional_framing""]","[1, 0, 0, 0]"
They’ll destroy everything unless we stop them. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
History will remember this moment as our victory.,"[""emotional_framing""]","[1, 0, 0, 0]"
The book has topped bestseller charts for the third week.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Public schools will start offering free meals next term. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"If we don’t act now, our children will suffer.","[""emotional_framing""]","[1, 0, 0, 0]"
Public schools will start offering free meals next term. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Stand up for your country or watch it fall.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The book has topped bestseller charts for the third week.,[],"[0, 0, 0, 0]"
Everyone knows the real agenda behind this move. - witness report,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
No real citizen would oppose this measure.!,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
The media is run by traitors hiding the truth.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Don't be fooled by foreign propaganda machines. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Temperatures are expected to drop over the weekend. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
He is the savior our nation has been waiting for.,"[""emotional_framing""]","[1, 0, 0, 0]"
Join the resistance and reclaim our future. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The book has topped bestseller charts for the third week.,[],"[0, 0, 0, 0]"
Those who speak against us are enemies of progress.,"[""emotional_framing""]","[1, 0, 0, 0]"
A local bakery was awarded for its traditional recipes. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
Those who speak against us are enemies of progress. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
This is our last chance to defend our values. - breaking news,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Only a true patriot would support this plan.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Join the resistance and reclaim our future.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
City council approved a new zoning regulation.,[],"[0, 0, 0, 0]"
Traffic was delayed due to maintenance on the highway. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
The wildlife reserve reported an increase in bird species. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Public schools will start offering free meals next term. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
Join the resistance and reclaim our future. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
History will remember this moment as our victory. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
"We are the majority, and we must act now. - unconfirmed","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Everyone knows the real agenda behind this move.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
"The hiking trail reopened after seasonal closures., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Join the resistance and reclaim our future. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The media is run by traitors hiding the truth. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Temperatures are expected to drop over the weekend. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Researchers published findings on the new vaccine trial. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The concert has been postponed to next Friday. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Their lies have gone unchallenged for too long. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
History will remember this moment as our victory.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Volunteers helped clean up the beach on Saturday. (details inside),[],"[0, 0, 0, 0]"
"If we don’t act now, our children will suffer.","[""emotional_framing""]","[1, 0, 0, 0]"
Traffic was delayed due to maintenance on the highway. (full story),[],"[0, 0, 0, 0]"
"Temperatures are expected to drop over the weekend., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
He is the savior our nation has been waiting for. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
The hiking trail reopened after seasonal closures. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
Look how they twist facts to confuse the people. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
